AppliedSchool,Degree,Major,Result,Year,EnglishLevel,TOEFL,IELTS,GRE,School,SchoolMajor,GPA,PostSchool,PostMajor,PostGPA,Other_Info
塔夫茨大学,硕士,Curriculum,被拒,2015,3,104,,330,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济类,84,,无,,无实习，无交流
塔夫茨大学,博士,Chemistry,被拒,2016,3,104,,320,211 & 985,生物工程,84,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,化学,81,"无论文
一封牛推
短时间出国交流项目"
塔夫茨大学,硕士,Pharmaceutical Sciences,被拒,2017,4,,7.5,323,双非,四年制药学,84,,,,"补充一下：匹兹堡是拿到了教授的口头offer，但是考虑到打算接辛辛那提的PhD就提前告诉匹大那边的教授了，没有继续走流程。申请了十几所学校，这是目前有消息的三所，其他的有消息会再告诉大家。
申请的学校都是一水儿的MS，甚至Cincinnati这边一开始也是申请的MS项目，可能是面试过程加分了一些，教授有意给PhD,非常幸运。"
塔夫茨大学,硕士,Economics and Econometrics,被拒,2017,2,99,,322,211,国际经济与贸易,85.7,,,,"Paper: Econlit+1; CSSCI+3; 核心+1; 国际会议+2; 
日本交换一学期；两个月哈佛研究志愿者+两年校内研究所的助研，科研项目10个； 
推荐信：2个校内教授强推，1个日本财政部搞货币的教授强推。 
数学只有 高数+概率+统计+线代； 经济：微观、宏观原理；中微+中宏+计量；Advanced Econometrics +Seminar on Econometrics
其他就是标配了，奖学金、社会活动都写了些..."
塔夫茨大学,硕士,Economics and Econometrics,被拒,2015,2,96,,317,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,经济管理双学位,87,,,,背景定位贴中有，三围不佳无亮点
塔夫茨大学,硕士,Economics and Econometrics,被拒,2015,0,,,0,211,经济类,89,,,,做过三段助研，有一篇英文论文状态是returned for resubmit，还有一篇年会文章，算上来是没有publication的，不过都写上去了。
塔夫茨大学,硕士,Economics and Econometrics,被拒,2015,2,99,7,317,双非,经济学,89,,,,"国内普通期刊发表过一篇，无顶级期刊发表论文。跟着导师做过几个水项目。
国内一般院校博士生导师、副院长推荐信，非牛推。
所获奖学金都是校内级别。唯一获过全国级别的奖项是全国大学生英语竞赛特等奖。
一个中国银行某地方分行实习，一个北京某投资公司实习（都挺水的）
有过几次社会实践。公益方面参加过教育NGO立人大学。"
塔夫茨大学,硕士,Economics,被拒,2017,3,107,8,338,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,Math,90,,,,
塔夫茨大学,硕士,Economics and Econometrics,被拒,2015,3,109,,325,211 & 985,金融&经济,90.8,,,,学校的香港交换项目半年，国奖、校奖若干，两段研究经历，写了writing sample，无论文，无牛腿。
塔夫茨大学,硕士,Economics and Econometrics,被拒,2015,3,102,,320,211,项目管理,91,,,,"还是补充一下其他信息吧：个人认为亮点在于找UT-Austin教金融的教授帮修改了PS；resume也一般，但是和老师做了几个课题写了上去-亚洲开发银行和国土资源部的；实习很水；之前实验班有写过一些练习用的paper列在上面充数；有过国家级大创和全国数学建模竞赛获奖，其他都是校级的学习先进什么的小奖。
劣势在于数学功底不行，而且还不是经济专业（所以女神校什么的都跟我无缘了）
推荐信赵本院老师和一个经院老师写的，都不算强推吧，推荐信自己写的，但是感觉还行，有突出自己做过什么，侧重不同的方面。"
塔夫茨大学,硕士,Economics and Econometrics,被拒,2017,4,114,,330,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,87,,,,见之前背景贴
特拉华大学,硕士,Civil Engineering,被拒,2016,2,92,,315,211 & 985,工程地质,84,211 & 985,地质工程,80,研究生期间第一作者发表过一篇中文核心，挂名了另一篇中文核心。学校奖学金及数学竞赛拿过一些奖，研究生毕业工作了四年，有注册岩土工程师证书和中级职称证书。
特拉华大学,硕士,Accounting,被拒,2015,1,87,,0,双非,会计,84,,,,发表过2篇水论文，有过一个超过一年的实习，和两个2个月的实习，组织过班里参加校园辩论大赛得了第一名（虽然活动很小，但是感受很深），参加过河北省财务分析大赛，得了优秀奖（这个活动让我对专业的认识也比较深）
特拉华大学,硕士,Food Science,被拒,2015,3,100,,319,211 & 985,食品科学与工程,84,,,,一篇中文核心2作
特拉华大学,硕士,Materials Engineering,被拒,2016,0,,6,308,双非,材料科学与工程,89.5,,,,两年实验室经历    3篇论文……
特拉华大学,博士,Geography,被拒,2017,4,110,,331,双非,地理信息系统,90,,Geography&Geoinformatics;,,"本科双非，GPA 90/100。 申请到top30（ARWU）高校的2年硕士，期间去日本两所top3的高校交换过两次，第二次作为特别研究生交换为期半年！

G:331
T:110

本科GPA 90/100专业前3. 硕士GPA马马虎虎。

PSU直接通知我被放在waitinglist上了， UIUC已经给了AD，但是系里把我放在奖学金的waitinglist上了！ HK CityU 正式的offer还没有下来，但是导师已经确认全奖了！
目前香港还有一所，美国还有三所学校没有给结果 !"
特拉华大学,博士,Chemical Engineering,被拒,2017,3,104,,317,211 & 985,化学工程,90.8,国外高校（含港澳台）,Chemical Engineering,88,"有两篇文章，一篇二作的刚刚接受，另一篇一作刚投。
研究生导师推荐信写得感人至深。

哈哈，被我导师的母校拒了，surprise."
特拉华大学,博士,Chemical Engineering,被拒,2016,3,103,,320,211 & 985,化学工程与工艺,92.92,,,,一篇SCI三作，两篇SCI水作
特温特大学,硕士,Computer Science,被拒,2015,2,,6.5,0,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,计算机科学与技术,73.9,,,,7年工作经验 其他无无无
特温特大学,硕士,Electrical and Electronics Engineering,被拒,2015,2,,6.5,0,211,电子信息工程,78,,,,学渣一枚什么都木有。普通三等奖学金2个
特温特大学,硕士,Computer Science,被拒,2016,0,,6,306,双非,信息管理与信息系统,79,,,,
特温特大学,硕士,Systems Engineering,被拒,2015,2,,6.5,0,211 & 985,测控技术与仪器,80,,,,校奖学金拿过几个，徐工集团实习，某韩企电子公司实习，无论文，水研究经历。
特温特大学,硕士,human computer interaction,被拒,2017,2,,6.5,0,211 & 985,电子信息工程,80,,,,一次语音识别的校级大创，参加过学校组织的实习
特温特大学,硕士,Communication Networks and Signal Processing,被拒,2015,2,,6.5,0,211 & 985,通信工程,80,,,,
特温特大学,硕士,System and Control,被拒,2016,2,,6.5,0,211 & 985,自动化,80,,,,做过国创，还有两个国家级的竞赛奖项，还有一些校级奖学金，无论文无专利。
特温特大学,硕士,Computer Science,被拒,2017,2,,6.5,0,211,物联网工程,82.87,,,,水实验室几个月，软件著作权一个，一个科研立项，两份推荐信
特温特大学,硕士,Chemical Engineering,被拒,2015,3,,7,0,,材料科学与工程,84,,,,"还有奥胡斯大学正在under treatment，等不鸟了
本科一篇EI 水文accepted，实验室水经历2年，水了2个发明专利在审核。。总体来说都很水啦。。"
特温特大学,硕士,Industrial and Product Design,被拒,2016,2,,6.5,0,双非,工业设计,84,,,,国家奖学金2个，水实习2个，设计比赛奖若干，有作品集
特温特大学,硕士,Construction Engineering and Management,被拒,2017,2,,6.5,0,211 & 985,工程管理,88.89,,,,"三流985
论文无，推荐就是两个副教授。
各种学校院里水水的小奖，一个专业相关的国家比赛奖。
几个相关实习。
两个大学生创新创业项目。获得国家级奖学金。"
天普大学,博士,Mechanical Engineering,被拒,2016,2,94,,321,211 & 985,热能与动力工程,83,,Mechanical Engineering,,无论文，无牛推，本科GPA巨烂。
田纳西大学,硕士,Mathematics,被拒,2015,3,103,,321,,,85,浙大/复旦/南大/南开/武大/华中科大/上海交大/天大,,,
图尔库大学,硕士,East Asian Studies,被拒,2016,4,,7.5,0,清华/北大/中科大,中国文学,83,,,,无论文，无推荐信（申请时其实标明了strongly suggested），有国媒实习三个月经历，在孔子学院做过志愿者也然并卵。
图卢兹经济学院,硕士,Economics and Econometrics,被拒,2015,4,111,,324,211 & 985,金融,90,,,,
瓦赫宁根大学,硕士,Food Technology,被拒,2017,4,,8.5,0,国外高校（含港澳台）,农学,78,,,,
瓦赫宁根大学,硕士,Landscape Architecture and Planning,被拒,2015,2,90,,312,211,Ornamental Horticulture,80.66,,,,
瓦赫宁根大学,硕士,Development Studies,被拒,2015,4,,7.5,0,211,外交学；英语语言文学（双学位）,84,,,,北京联合国实习一年，联合国会议经历，国内、国际ngo实习各几个月；无research经验
瓦萨大学,硕士,Industrial and Engineering Management,被拒,2016,3,,7,0,211,环境工程,78,,,,两年工作经验
威斯康星大学,博士,Plant Pathology,被拒,2015,3,101,,310,211 & 985,农学,76,国外高校（含港澳台）,Horticulture,95,无论文，无牛推，2篇会议摘要。
威斯康星大学,博士,Computer and Information Studies,被拒,2015,3,106,,315,211,信息管理与信息系统,79.2,,Information Systems,84,8年相关工作经验，项目经验很多，但除了研究生学习期间，几乎没有研究经历和paper。可以说GRE成绩和研究经历是两大软肋吧。。。
威斯康星大学,硕士,Teaching English to Speakers of Other Languages,被拒,2016,4,113,,330,,英语,81,,,,美国交换，实习经历4段，工作一年
威斯康星大学,博士,Food Science,被拒,2015,0,,,319,211,食品科学与工程,82,,食品科学,90,国际会议POSTER PRESENTATION两个，英文文章(CO-AUTHOR)两篇
威斯康星大学,博士,Mechanical Engineering,被拒,2016,3,101,,321,211 & 985,工程力学,83,211 & 985,固体力学,86,一篇SCI二作已发，一篇一作在投。
威斯康星大学,硕士,Computer Science,被拒,2016,3,100,,323,211 & 985,工程力学,83.37,,,,
威斯康星大学,硕士,"Urban, Community and Regional Planning",被拒,2016,3,,7,312,211,城市规划,84,,,,
威斯康星大学,博士,Atmospheric Sciences,被拒,2015,2,90,,318,双非,大气科学,84,,,,一篇核心三作，一篇内期刊一作，实验室经历三年
威斯康星大学,硕士,Public Administration,被拒,2015,3,100,,323,211 & 985,工商管理,84,,,,
威斯康星大学,博士,Communication Arts,被拒,2016,3,100,,323,211 & 985,國學,84,,歷史,84,跨專業申請，獲得文學offer主要靠寫作經驗，獲得性別研究offer主要靠參與性別相關社會運動的經驗。
威斯康星大学,硕士,Public Administration,被拒,2015,3,109,,324,211 & 985,环境管理与环境经济,84,,,,两个美国资助的项目背景，两篇中文论文，AECOM ASIA实习。
威斯康星大学,硕士,Biostatistics,被拒,2017,3,101,,323,211 & 985,基础医学,84,,,,无论文，一个省级奖，接近三年医学科研经历，现在在做一个跟数据和机器学习相关的毕设。
威斯康星大学,硕士,Horticultural Sciences,被拒,2015,2,94,,317,211 & 985,农学,84,,,,无paper无牛推无实习。我是搞分子的，只是在实验室做了点实验，知道些基本技术。
威斯康星大学,博士,Civil Engineering,被拒,2015,2,95,,318,211,土木工程,84,,土木工程,84,又一个拒信~~呵呵
